"PointID","OSEWellID","OSEWelltagID","HoleDepth","WellDepth","CasingDiameter","CasingDepth","CasingDescription","FormationZone","Meaning"
"NM-00920","","","","409","","","","121OGLL","Irrigation"
"NM-21592","","","30","30","","","","112SNTF","Unused"
"NM-00239","","","","300","","","","110AVMB","Irrigation"
"NM-24598","","","","78","","","","121OGLL","Livestock"
"BW-0679","","","","358","","","","310YESO","Domestic"
"QY-0079","","","114","114","0.4166666567325592","","","231CHNL","Livestock"
"NM-07574","","","","296","","","","","Domestic"
"NM-24793","","","2008","2008","","","","325MDER","Livestock"
"NM-03664","","","417","417","","","","110AVMB","Irrigation"
"NM-16464","","","231","","","","","","Livestock"
"NM-15152","","","160","","","","","110AVMB","Livestock"
"NM-03737","","","","550","","","","110AVMB","Irrigation"
"NM-12242","","","140","140","","","","121OGLL","Irrigation"
"NM-21212","","","","","","","","","Irrigation"
"SA-0434","","","","","0.5","","","","Shared domestic"
"NM-02183","","","","312","","","","112SNTF","Unused"
"NM-23001","","","16","16","","","","112SNTF","Unused"
"NM-14219","","","","600","","","","","Observation"
"NM-08336","","","","","","","","","Livestock"
"NM-05043","","","260","240","","","","112SNTF","Public supply"
"NM-03877","","","","31","","","","110AVMB","Livestock"
"NM-06592","","","","115","","","","121OGLL","Unused"
"NM-13403","","","","","","","","121OGLL","Irrigation"
"NM-02631","","","","130","","","","121OGLL","Irrigation"
"NM-09119","","","","207","","","","121OGLL","Public supply"
"NM-04173","","","","","","","","","Unused"
"HS-036","HS-00379 S","","43","43","0.5","43","","","Commercial"
"NM-22154","","","16","16","","","","110AVMB","Observation"
"NM-27100","","","","310","","","","","Domestic"
"NM-03571","","","","225","","","","121TSUQ","Livestock"
"NM-12496","","","","28","","","","110AVMB","Unused"
"NM-20153","","","43","43","","","","210MNCS","Unused"
"NM-10629","","","","307","","","","110AVMB","Irrigation"
"NM-00300","","","70","60","","","","110AVMB","Unused"
"PC-011","RG-43080","","525","525","0.46000000834465027","525","","210HOSTD","Domestic"
"NM-21678","","","1302","1290","","","","112SNTF","Unused"
"MI-0065","","","","40","0.6666666865348816","","","231SNRS","Shared domestic"
"NM-10151","","","","","","","","110AVMB","Irrigation"
"NM-03177","","","","","","","","121OGLL","Irrigation"
"NM-09171","","","","840","","","","313GRBG","Irrigation"
"QY-0945","","","30","30","0.4166666567325592","","","110ALVM","Livestock"
"NM-12688","","","","962","","","","313SADR","Unused"
"TB-0061","T-00442 S3","","260","260","0.6700000166893005","","","050QUAL","Irrigation"
"NM-01198","","","","30","","","","110AVMB","Livestock"
"NM-17550","","","","","","","","110AVMB","Unused"
"NM-21330","","","100","100","","","","231CHNL","Livestock"
"NM-22950","","","","","","","","110AVMB","Livestock"
"NM-01872","","","","","","","","110AVMB","Unused"
"NM-18551","","","","356","","","","121OGLL","Irrigation"
"NM-28113","","","","25","","","","110AVMB","Livestock"
"NM-16460","","","","","","","","110AVMB","Livestock"
"NM-24829","","","","","","","","","Irrigation"
"NM-02043","","","","","","","","110AVMB","Unused"
"NM-03542","","","","","","","","","Irrigation"
"NM-15696","","","","47","","","","110AVMB","Livestock"
"NM-27073","","","","150","","","","","Irrigation"
"NM-08006","","","100","100","","","","121OGLL","Domestic"
"NM-04141","","","118","","","","","","Livestock"
"NM-13811","","","","","","","","313SADR","Unused"
"NM-26241","","","2105","1287","","","","211OJAM","Industrial"
"NM-22375","","","","121","","","","","Irrigation"
"NM-03829","","","","400","","","","110AVMB","Irrigation"
"NM-01099","","","","125","","","","231CHNL","Livestock"
"NM-07398","","","298","298","","","","110AVMB","Irrigation"
"NM-10966","","","","96","","","","121OGLL","Irrigation"
"NM-24260","","","","","","","","","Livestock"
"NM-25512","","","","98","","","","","Domestic"
"NM-12755","","","","336","","","","313ARTS","Unused"
"NM-21621","","","","","","","","","Unused"
"NM-10442","","","","90","","","","121OGLL","Unused"
"NM-12322","","","","353","","","","112SNTF","Domestic"
"NM-15618","","","","154","","","","210CRCS","Unused"
"NM-26962","RG-60465","","320","320","0.3799999952316284","280","","221MRSN[RCAP]","Domestic"
"CP-0032","CC-00935","","408","408","0.5","408","","","Domestic"
"NM-10072","","","","100","","","","121OGLL","Livestock"
"NM-25232","","","","277","","","","211DKOT","Unused"
"SB-0399","X","","","100","","","","318BSVP","Domestic"
"NM-07884","","","","","","","","","Unused"
"NM-11883","","","","","","","","121OGLL","Livestock"
"NM-23956","","","","231","","","","","Domestic"
"NM-26187","","","","225","","","","110AVMB","Institutional"
"NM-05430","","","","","","","","","Unused"
"DA-0082","","","","201","","","","112SNTF","Domestic"
"NM-04617","","","660","","","","","","Irrigation"
"NM-01907","","","","","","","","","Irrigation"
"NM-09241","","","18","18","","","","110ALVM","Unused"
"NM-15226","","","","","","","","110AVMB","Livestock"
"NM-04775","","","","","","","","","Irrigation"
"EB-216","X","","300","300","0.46000000834465027","300","","112ANCH/121TSUQ","Domestic"
"NM-21018","","","","245","","","","121OGLL","Livestock"
"NM-09772","","","","130","","","","","Irrigation"
"QY-0576","","","188","188","","","","121OGLL","Unknown"
"NM-06747","","","3007","3007","","","","","Livestock"
"NM-07527","","","","","","","","312RSLR","Livestock"
"NM-05812","","","","220","","","","110AVMB","Livestock"
"NM-15899","","","","","","","","110AVMB","Livestock"
"NM-26854","","","","","","","","","Livestock"
"WL-0278","SS-00310","","300","300","0.550000011920929","300","","","Domestic"
"NM-22819","","","","","","","","313SADR","Public supply"
"ED-0319","","","","200","1","","","312RSLR","Livestock"
"QY-0573","","","88","88","1.1666666269302368","","","121OGLL","Irrigation"
"NM-12323","","","","141","","","","121OGLL","Irrigation"
"SO-0211","X","","59","59","0.17000000178813934","","","","Observation"
"TO-0037","","","","","","","","310YESO","Livestock"
"NM-11356","","","","120","","","","121OGLL","Irrigation"
"NM-25143","","","","","","","","","Livestock"
"NM-16318","","","","85","","","","","Livestock"
"TB-0222","X","","","","0.7200000286102295","","","120TSBV_Upper","Livestock"
"NM-15040","","","","91","","","","110AVMB","Irrigation"
"NM-01264","","","","50","","","","231CHNL","Irrigation"
"NM-15155","","","","42","","","","210MNCS","Livestock"
"NM-10161","","","","250","","","","310YESOG","Irrigation"
"AR-0014","X","","","23","","","","","Domestic"
"EB-441","X","","","","","","","400EMBD","Domestic"
"NM-11396","","","","140","","","","121OGLL","Irrigation"
"TO-0313","","","","38","","","","112QTBF","Livestock"
"NM-12041","","","","90","","","","121OGLL","Irrigation"
"SB-0119","X","","","457","","","","318BSVP","Livestock"
"NM-07268","","","","","","","","121GILA","Unused"
"NM-09158","","","","","","","","","Irrigation"
"NM-04169","","","","","","","","","Irrigation"
"SB-0499","X","","","0","","","","210CRCS","Livestock"
"NM-00119","","","799","785","","","","","Public supply"
"NM-03560","","","","","","","","121OGLL","Irrigation"
"NM-26961","RG-64580","","560","560","0.33000001311302185","560","","112SNTFP","Domestic"
"NM-22578","","","813","804","","","","","Public supply"
"NM-12810","","","","35","","","","","Observation"
"WL-0053","CR-02380","","245","245","0.5400000214576721","245","","400PREC/320PENN","Public supply"
"NM-05275","","","","100","","","","110AVMB","Domestic"
"NM-23927","","","","44","","","","110AVMB","Domestic"
"NM-19503","","","","","","","","121OGLL","Irrigation"
"NM-01290","","","100","100","","","","110AVMB","Livestock"
"NM-07604","","","","","","","","121OGLL","Unused"
"NM-13561","","","","8","","","","110AVMB","Unused"
"NM-12574","","","","","","","","121OGLL","Livestock"
"NM-14572","","","","134","","","","231CHNL","Livestock"
"CX-0092","","","","200","","200","","121OGLL ","Livestock"
"NM-14485","","","","90","","","","110AVMB","Irrigation"
"NM-15925","","","","160","","","","","Livestock"
"NM-04185","","","","86","","","","","Livestock"
"NM-01603","","","153","153","","","","124SNJS","Domestic"
"NM-16529","","","","210","","","","231CHNL","Livestock"
"NM-12477","","","","47","","","","110AVMB","Unused"
"SO-0198","X","","59","36","0.17000000178813934","","","","Observation"
"NM-04576","","","","","","","","110AVMB","Irrigation"
"NM-10197","","","","158","","","","121OGLL","Irrigation"
"NM-26819","","","","100","","","","","Domestic"
"ED-0035","","","","","0.5","","","231DCKM","Livestock"
"NM-24118","","","340","340","","","","321SGDC","Domestic"
"NM-04723","?","","","","1.399999976158142","","","","Open, unequipped well"
"QY-0218","","","100","100","0.5","","","110AVMB/220ENRD","Domestic"
"NM-17592","","","","","","","","110AVMB","Irrigation"
"NM-03456","","","","185","","","","231SNRS","Livestock"
"NM-24386","","","","108","","","","","Irrigation"
"NM-15284","","","","","","","","313ARTS","Unused"
"NM-10843","","","","90","","","","121OGLL","Irrigation"
"PC-087","X","","","","","","","318ABO","Unknown"
"NM-06208","","","","112","","","","110AVMB","Livestock"
"NM-07357","","","","","","","","","Irrigation"
"NM-21087","","","313","255","","","","000IRSV","Livestock"
"NM-09434","","","100","","","","","","Irrigation"
"DA-0119","","","","","","","","","Livestock"
"SB-0380","X","","","235","","","","318BSVP","Irrigation"
"NM-04959","","","","","","","","110AVMB","Irrigation"
"NM-25759","","","","60","","","","","Domestic"
"NM-18867","","","","250","","","","","Domestic"
"NM-19348","","","","34","","","","110AVMB","Livestock"
"ED-0221","","","","200","1.3333333730697632","","","110ALVM","Irrigation"
"EB-379","RG-45723","","260","227","0.41999998688697815","227","","112ANCH/121TSUQe","Livestock"
"NM-06576","","","","","","","","110AVMB","Livestock"
"NM-10301","","","","188","","","","110AVMB","Irrigation"
"SD-0036","X","","","","","","","325MDER","Livestock"
"NM-06426","","","","140","","","","110AVMB","Commercial"
"NM-19927","","","","102","","","","110AVMB","Irrigation"
"NM-24890","","","","176","","","","","Domestic"
"NM-22227","","","390","390","","","","","Unused"
"EB-599","RG-50932","","600","580","0.5400000214576721","580","","121TSUQs","Domestic"
"NM-16478","","","","","","","","110AVMB","Livestock"
"NM-08338","","","","52","","","","","Irrigation"
"NM-21908","","","1477","1018","","","","112SNTFU","Unused"
"NM-26051","","","150","150","","","","","Unused"
"NM-27929","","","540","533","","","","112SNTF","Industrial"
"NM-21609","","","","","","","","","Commercial"
"WL-0056","CR-02383","","","","0.550000011920929","","","410PRCG","Public supply"
"NM-27418","","","533","533","","","","000EXRV","Livestock"
"GT-003","LRG-03777","","120","120","15","","","","Irrigation"
"NM-20614","","","","","","","","121OGLL","Irrigation"
"NM-20078","","","","","","","","210MNCS","Unused"
"NM-07868","","","","71","","","","110AVMB","Irrigation"
"NM-12772","","","","87","","","","121OGLL","Unused"
"NM-27053","","","","80","","","","","Domestic"
"NM-24600","","","","","","","","121OGLL","Irrigation"
"NM-19429","","","","","","","","110AVMB","Unused"
"NM-27821","","","","65","","","","110AVMB","Domestic"
"NM-19776","","","","201","","","","211GLLP","Livestock"
"NM-00349","","","","","","","","","Unused"
"NM-17663","","","","160","","","","110AVMB","Irrigation"
"NM-21199","","","425","160","","","","110AVMB","Irrigation"
"NM-12279","","","","","","","","110AVMB","Livestock"
"NM-03765","","","","","","","","110AVMB","Livestock"
"NM-24218","","","","","","","","110ALVM","Observation"
"TO-0473","","","","","","","","112QTBF","Livestock"
"NM-02636","","","","231","","","","110AVMB","Domestic"
"NM-13976","","","","235","","","","313SADR","Domestic"
"NM-09938","","","","255","","","","121OGLL","Unused"
"NM-24753","RG-04250","","","210","0.550000011920929","210","","121TSUQ","Domestic"
"QY-0458","","","187","187","0.4166666567325592","","","110AVMB","Livestock"
"NM-24930","RG-23996","","","600","0.550000011920929","600","","121TSUQ","Domestic"
"NM-19361","","","","","","","","121OGLL","Irrigation"
"NM-05035","","","","213","","","","","Livestock"
"NM-25942","","","","265","","","","211DKOT","Irrigation"
"NM-07151","","","","400","","","","231CHNL","Domestic"
"QY-0466","","","168","168","0.4166666567325592","","","110AVMB","Livestock"
"NM-11399","","","","60","","","","110AVMB","Domestic"
"NM-07207","","","","100","","","","110AVMB","Livestock"
"SB-0024","X","","","1416","","","","","Unused"
"NM-13822","","","","204","","","","313SADR","Unused"
"NM-10942","","","","320","","","","313ARTS","Unused"
"NM-24719","","","","350","","","","","Domestic"
"NM-18787","","","","412","","","","121OGLL","Irrigation"
"NM-14940","","","","","","","","","Domestic"
"NM-28150","","","","27","","","","121OGLL","Unused"
"TV-244","RG-33852","","320","320","","320","","121CHMT","Domestic"
"SB-0699","X","","","610","","","","112HCBL","Unused"
"NM-28095","","","1020","1020","","","","112SNTF","Public supply"
"NM-02450","","","","","","","","","Livestock"
"QY-0067","","","39","39","","","","110AVMB","Livestock"
"SB-0915","ST-00091","","900","900","","","","319HUCO","Open, unequipped well"
"NM-05809","","","","","","","","312RSLR","Unused"
"MG-030","RG-80064","","420","420","0.3799999952316284","420","PVC, 5 inch","120VCSS","Open, unequipped well"
"NM-14012","","","","","","","","","Unused"
"NM-02142","","","215","","","","","110AVMB","Irrigation"
"QY-0192","","","450","450","1","","","","Unknown"
"NM-27569","","","","","","","","121OGLL","Livestock"
"NM-22728","","","182","182","","","","","Livestock"
"NM-25721","","","","700","","","","121TSUQ","Livestock"
"NM-05830","","","486","486","","","","112SNTF","Domestic"
"NM-08703","","","","","","","","121OGLL","Livestock"
"AR-0097","X","","","","0.699999988079071","","","","Domestic"
"RA-022","","","16","","2.0999999046325684","","","","Domestic"
"NM-03010","","","","","","","","110AVMB","Irrigation"
"NM-05369","","","","28","","","","110AVMB","Unused"
"NM-06823","","","","135","","","","110AVMB","Domestic"
"NM-27432","","","","114","","","","121OGLL","Unused"
"SB-0143","X","","","5060","","","","","Unused"
"NM-17277","","","","","","","","110AVMB","Domestic"
"NM-10774","","","","100","","","","121OGLL","Unused"
"TV-258","X","","","","0.4099999964237213","","","112LAMA","Domestic"
"NM-26135","","","","","","","","121OGLL","Irrigation"
"NM-07291","","","","201","","","","","Livestock"
"NM-26435","","","","","","","","","Unused"
"NM-03899","","","","","","","","110AVMB","Livestock"
"TB-0081","X","","","","0.699999988079071","","","112QTBF","Open, unequipped well"
"NM-15458","","","","","","","","121OGLL","Livestock"
"NM-19779","","","","66","","","","110AVMB","Unused"
"NM-13211","","","","","","","","121OGLL","Livestock"
"NM-19242","","","","450","","","","121OGLL","Irrigation"
"QY-0623","","","125","125","1.3333333730697632","","","121OGLL","Irrigation"
"NM-12754","","","","","","","","121OGLL","Livestock"
"NM-06877","","","","220","","","","313CPTN","Irrigation"
"NM-24089","","","","","","","","","Irrigation"
"NM-04244","","","1380","310","","","","112SNTF","Unused"
"NM-08201","","","","131","","","","121OGLL","Irrigation"
"NM-01623","","","","","","","","121OGLL","Irrigation"
"NM-21791","","","","12","","","","","Observation"
"NM-14697","","","403","403","","","","000EXRV","Domestic"
"NM-18791","","","","","","","","121OGLL","Irrigation"
"QY-0463","","","165","165","","","","110AVMB/231SNRS","Livestock"
"NM-06478","","","","600","","","","110AVMB","Irrigation"
"NM-03665","","","","71","","","","121OGLL","Unused"
"NM-15761","","","","","","","","210CRCS","Unused"
"NM-07484","","","","","","","","110AVMB","Irrigation"
"NM-06477","","","","","","","","110AVMB","Domestic"
"NM-27622","","","","101","","","","110AVMB","Unused"
